CCG21CDH,ccg_name,trust_code,trust_name
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
09D,NHS BRIGHTON AND HOVE CCG,RPG,OXLEAS NHS FOUNDATION TRUST
09D,NHS BRIGHTON AND HOVE CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
10Q,NHS OXFORDSHIRE CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
10R,NHS PORTSMOUTH CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
10V,NHS SOUTH EASTERN HAMPSHIRE CCG,NCH,TALKPLUS
10X,NHS SOUTHAMPTON CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
10X,NHS SOUTHAMPTON CCG,RV3AR,MILL HOUSE
11A,NHS WEST HAMPSHIRE CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
11M,NHS GLOUCESTERSHIRE CCG,AM7,SIGN HEALTH (HQ)
11M,NHS GLOUCESTERSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
11M,NHS GLOUCESTERSHIRE CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
11N,NHS KERNOW CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
11X,NHS SOMERSET CCG,NR5,LIVEWELL SOUTHWEST
11X,NHS SOMERSET CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
13Q,NATIONAL COMMISSIONING HUB 1,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RVNCG,LIFT PSYCHOLOGY SWINDON
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RV3AR,MILL HOUSE
15E,NHS BIRMINGHAM AND SOLIHULL CCG,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST
15M,NHS DERBY AND DERBYSHIRE CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
15N,NHS DEVON CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
15N,NHS DEVON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
15N,NHS DEVON CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
15N,NHS DEVON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
36L,NHS SOUTH WEST LONDON CCG,RKL42,GLOUCESTER HOUSE
36L,NHS SOUTH WEST LONDON CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
42D,NHS NORTH YORKSHIRE CCG,RX301,"TEES, ESK, WEAR VALLEY NHS TRUST (DURHAM)"
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC10,INSIGHT HEALTHCARE - DERBYSHIRE
70F,NHS WEST SUSSEX CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
70F,NHS WEST SUSSEX CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
71E,NHS LINCOLNSHIRE CCG,RPG,OXLEAS NHS FOUNDATION TRUST
72Q,NHS SOUTH EAST LONDON CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,NKI,TURNING POINT
78H,NHS NORTHAMPTONSHIRE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
78H,NHS NORTHAMPTONSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
84H,NHS COUNTY DURHAM CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
84H,NHS COUNTY DURHAM CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
84H,NHS COUNTY DURHAM CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
91Q,NHS KENT AND MEDWAY CCG,NKI,TURNING POINT
91Q,NHS KENT AND MEDWAY CCG,RWK4C,ST JOHN'S HEALTH CENTRE
91Q,NHS KENT AND MEDWAY CCG,RWK4D,GILBERT HITCHCOCK HOUSE
92A,NHS SURREY HEARTLANDS CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,GDA01,MIND IN BARNET (NORTH FINCHLEY)
97R,NHS EAST SUSSEX CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
99G,NHS SOUTHEND CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
InvalidCode,Unknown,NIW,FAVERSHAM COUNSELLING SERVICE LTD
InvalidCode,Unknown,RV3HC,IAPT SERVICES
InvalidCode,Unknown,RWK4D,GILBERT HITCHCOCK HOUSE
00N,NHS SOUTH TYNESIDE CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
00P,NHS SUNDERLAND CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
00P,NHS SUNDERLAND CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
00T,NHS BOLTON CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
01A,NHS EAST LANCASHIRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
01A,NHS EAST LANCASHIRE CCG,RXX1Y,SURREY IAPT
01F,NHS HALTON CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
01K,NHS MORECAMBE BAY CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
01K,NHS MORECAMBE BAY CCG,RXX1Y,SURREY IAPT
01W,NHS STOCKPORT CCG,T6G0K,SELF HELP SERVICES (STOCKPORT)
02A,NHS TRAFFORD CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
02M,NHS FYLDE AND WYRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
02Q,NHS BASSETLAW CCG,NDC18,INSIGHT HEALTHCARE MID NOTTINGHAMSHIRE
03F,NHS HULL CCG,RWK4D,GILBERT HITCHCOCK HOUSE
03N,NHS SHEFFIELD CCG,RKL07,EALING IAPT
03N,NHS SHEFFIELD CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
03N,NHS SHEFFIELD CCG,RWK4D,GILBERT HITCHCOCK HOUSE
04C,NHS LEICESTER CITY CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
04V,NHS WEST LEICESTERSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
05A,NHS COVENTRY AND RUGBY CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
05A,NHS COVENTRY AND RUGBY CCG,RKL07,EALING IAPT
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,ALR02,BMHC-FTB
05W,NHS STOKE ON TRENT CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
05Y,NHS WALSALL CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
06A,NHS WOLVERHAMPTON CCG,RV3AR,MILL HOUSE
06F,NHS BEDFORDSHIRE CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
06F,NHS BEDFORDSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RV3AR,MILL HOUSE
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RV3HC,IAPT SERVICES
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,RKL07,EALING IAPT
06N,NHS HERTS VALLEYS CCG,RKL14,LAKESIDE UNIT
06Q,NHS MID ESSEX CCG,RPG,OXLEAS NHS FOUNDATION TRUST
07G,NHS THURROCK CCG,AM7,SIGN HEALTH (HQ)
07H,NHS WEST ESSEX CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
07L,NHS BARKING AND DAGENHAM CCG,RPG,OXLEAS NHS FOUNDATION TRUST
07L,NHS BARKING AND DAGENHAM CCG,RWK4D,GILBERT HITCHCOCK HOUSE
07W,NHS EALING CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
07Y,NHS HOUNSLOW CCG,NKI,TURNING POINT
07Y,NHS HOUNSLOW CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
07Y,NHS HOUNSLOW CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
08C,NHS HAMMERSMITH AND FULHAM CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
08E,NHS HARROW CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
08E,NHS HARROW CCG,RXX1Y,SURREY IAPT
08G,NHS HILLINGDON CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
08G,NHS HILLINGDON CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
08G,NHS HILLINGDON CCG,RWK4C,ST JOHN'S HEALTH CENTRE
08M,NHS NEWHAM CCG,RKL07,EALING IAPT
08M,NHS NEWHAM CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
08M,NHS NEWHAM CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
08V,NHS TOWER HAMLETS CCG,AM7,SIGN HEALTH (HQ)
08Y,NHS WEST LONDON CCG,RV3HC,IAPT SERVICES
09D,NHS BRIGHTON AND HOVE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
10C,NHS SURREY HEATH CCG,RKL14,LAKESIDE UNIT
10J,NHS NORTH HAMPSHIRE CCG,RXX1Y,SURREY IAPT
10Q,NHS OXFORDSHIRE CCG,RNUDV,HEALTHY MINDS
10R,NHS PORTSMOUTH CCG,AM7,SIGN HEALTH (HQ)
10R,NHS PORTSMOUTH CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
11J,NHS DORSET CCG,RV3AR,MILL HOUSE
11J,NHS DORSET CCG,RWK4D,GILBERT HITCHCOCK HOUSE
11N,NHS KERNOW CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
11X,NHS SOMERSET CCG,NWC07,"VITA HEALTH GROUP: VITAMINDS BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE"
13T,NHS NEWCASTLE GATESHEAD CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
15A,NHS BERKSHIRE WEST CCG,NCH,TALKPLUS
15A,NHS BERKSHIRE WEST CCG,NNE,DORKING HEALTHCARE LIMITED (DHC)
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RKL07,EALING IAPT
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RWK4C,ST JOHN'S HEALTH CENTRE
15D,NHS EAST BERKSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RKL14,LAKESIDE UNIT
15M,NHS DERBY AND DERBYSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
16C,NHS TEES VALLEY CCG,NKI,TURNING POINT
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC05,INSIGHT HEALTHCARE TALKING THERAPIES (PETERBOROUGH)
72Q,NHS SOUTH EAST LONDON CCG,NKI,TURNING POINT
72Q,NHS SOUTH EAST LONDON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
72Q,NHS SOUTH EAST LONDON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
78H,NHS NORTHAMPTONSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
92A,NHS SURREY HEARTLANDS CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
92A,NHS SURREY HEARTLANDS CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",NR5,LIVEWELL SOUTHWEST
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RWK4D,GILBERT HITCHCOCK HOUSE
93C,NHS NORTH CENTRAL LONDON CCG,DH0,CITY AND HACKNEY MIND
93C,NHS NORTH CENTRAL LONDON CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,RXX1Y,SURREY IAPT
97R,NHS EAST SUSSEX CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
99C,NHS NORTH TYNESIDE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
99G,NHS SOUTHEND CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
InvalidCode,Unknown,DH8,DERMAN
InvalidCode,Unknown,NI385,WE ARE WITH YOU IN SURREY
InvalidCode,Unknown,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
InvalidCode,Unknown,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST
00P,NHS SUNDERLAND CCG,RX301,"TEES, ESK, WEAR VALLEY NHS TRUST (DURHAM)"
00Q,NHS BLACKBURN WITH DARWEN CCG,RXX1Y,SURREY IAPT
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
01H,NHS NORTH CUMBRIA CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
01J,NHS KNOWSLEY CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
01K,NHS MORECAMBE BAY CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
02A,NHS TRAFFORD CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
02H,NHS WIGAN BOROUGH CCG,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST
02P,NHS BARNSLEY CCG,AM7,SIGN HEALTH (HQ)
03F,NHS HULL CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
03K,NHS NORTH LINCOLNSHIRE CCG,P6W4I,VITAMINDS: LLR
03L,NHS ROTHERHAM CCG,P6W4I,VITAMINDS: LLR
03N,NHS SHEFFIELD CCG,RX3YE,THE BRIARY UNIT
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,P6W4I,VITAMINDS: LLR
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,RWK4D,GILBERT HITCHCOCK HOUSE
04C,NHS LEICESTER CITY CCG,P6W4I,VITAMINDS: LLR
04C,NHS LEICESTER CITY CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
04V,NHS WEST LEICESTERSHIRE CCG,NWC11,VITA HEALTH GROUP: VITAMINDS DERBY
04V,NHS WEST LEICESTERSHIRE CCG,P6W4I,VITAMINDS: LLR
04V,NHS WEST LEICESTERSHIRE CCG,RV3AR,MILL HOUSE
05W,NHS STOKE ON TRENT CCG,RV3HC,IAPT SERVICES
05W,NHS STOKE ON TRENT CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
05W,NHS STOKE ON TRENT CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,RWK4C,ST JOHN'S HEALTH CENTRE
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RWK4C,ST JOHN'S HEALTH CENTRE
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RPG,OXLEAS NHS FOUNDATION TRUST
06N,NHS HERTS VALLEYS CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
06N,NHS HERTS VALLEYS CCG,RV3HC,IAPT SERVICES
06T,NHS NORTH EAST ESSEX CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
07G,NHS THURROCK CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
07K,NHS WEST SUFFOLK CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
07K,NHS WEST SUFFOLK CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
10Q,NHS OXFORDSHIRE CCG,NKI,TURNING POINT
10Q,NHS OXFORDSHIRE CCG,P6W4I,VITAMINDS: LLR
10Q,NHS OXFORDSHIRE CCG,RKL07,EALING IAPT
10Q,NHS OXFORDSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
10Q,NHS OXFORDSHIRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
10R,NHS PORTSMOUTH CCG,RWK4D,GILBERT HITCHCOCK HOUSE
11M,NHS GLOUCESTERSHIRE CCG,NWC07,"VITA HEALTH GROUP: VITAMINDS BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE"
11M,NHS GLOUCESTERSHIRE CCG,RVNCG,LIFT PSYCHOLOGY SWINDON
11N,NHS KERNOW CCG,RWK4D,GILBERT HITCHCOCK HOUSE
12F,NHS WIRRAL CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
12F,NHS WIRRAL CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
13Q,NATIONAL COMMISSIONING HUB 1,P6W4I,VITAMINDS: LLR
14Y,NHS BUCKINGHAMSHIRE CCG,RH5,SOMERSET NHS FOUNDATION TRUST
14Y,NHS BUCKINGHAMSHIRE CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",RXX1Y,SURREY IAPT
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
15E,NHS BIRMINGHAM AND SOLIHULL CCG,RXX1Y,SURREY IAPT
15F,NHS LEEDS CCG,P6W4I,VITAMINDS: LLR
15F,NHS LEEDS CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
15F,NHS LEEDS CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
15F,NHS LEEDS CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15M,NHS DERBY AND DERBYSHIRE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
15N,NHS DEVON CCG,NNE,DORKING HEALTHCARE LIMITED (DHC)
15N,NHS DEVON CCG,RWK4C,ST JOHN'S HEALTH CENTRE
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,ALR02,BMHC-FTB
26A,NHS NORFOLK AND WAVENEY CCG,P6W4I,VITAMINDS: LLR
26A,NHS NORFOLK AND WAVENEY CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
27D,NHS CHESHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
36L,NHS SOUTH WEST LONDON CCG,AM601,IESO DIGITAL HEALTH
36L,NHS SOUTH WEST LONDON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
36L,NHS SOUTH WEST LONDON CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
42D,NHS NORTH YORKSHIRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC13,INSIGHT HEALHTCARE TALKING THERAPIES (BASSETLAW)
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,P6W4I,VITAMINDS: LLR
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
70F,NHS WEST SUSSEX CCG,P6W4I,VITAMINDS: LLR
71E,NHS LINCOLNSHIRE CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,P6W4I,VITAMINDS: LLR
91Q,NHS KENT AND MEDWAY CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
91Q,NHS KENT AND MEDWAY CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
91Q,NHS KENT AND MEDWAY CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RX34F,BOOTHAM PARK HOSPITAL - ADMIN
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RX3YE,THE BRIARY UNIT
97R,NHS EAST SUSSEX CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,AM7,SIGN HEALTH (HQ)
A3A8R,NHS NORTH EAST LONDON CCG,DH0,CITY AND HACKNEY MIND
A3A8R,NHS NORTH EAST LONDON CCG,DH8,DERMAN
A3A8R,NHS NORTH EAST LONDON CCG,DHA,BIKUR CHOLIM LTD
A3A8R,NHS NORTH EAST LONDON CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
A3A8R,NHS NORTH EAST LONDON CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
A3A8R,NHS NORTH EAST LONDON CCG,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
A3A8R,NHS NORTH EAST LONDON CCG,RKL14,LAKESIDE UNIT
A3A8R,NHS NORTH EAST LONDON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
A3A8R,NHS NORTH EAST LONDON CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
A3A8R,NHS NORTH EAST LONDON CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
A3A8R,NHS NORTH EAST LONDON CCG,RWK53,JOHNSON STREET
A3A8R,NHS NORTH EAST LONDON CCG,RWK79,NEWHAM IAPT
A3A8R,NHS NORTH EAST LONDON CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,AM7,SIGN HEALTH (HQ)
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RKL07,EALING IAPT
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,AM7,SIGN HEALTH (HQ)
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RKL07,EALING IAPT
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RPG,OXLEAS NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,TAJ86,BLAKENALL VILLAGE CENTRE
D4U1Y,NHS FRIMLEY CCG,AM7,SIGN HEALTH (HQ)
D4U1Y,NHS FRIMLEY CCG,NCH,TALKPLUS
D4U1Y,NHS FRIMLEY CCG,RKL14,LAKESIDE UNIT
D4U1Y,NHS FRIMLEY CCG,RPG,OXLEAS NHS FOUNDATION TRUST
